appointmentId,clientId,role,serviceProviderId,subject
250,985364823,appointmentsDentist,419271646,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]"
251,837235000,appointmentsDentist,180017380,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
252,187206917,appointmentsHairDresser,143327192,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]"
253,164387830,appointmentsHairDresser,338076575,"[""צבע"", ""תספורת"", ""פן"", ""גוונים""]"
254,199430601,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
255,444543787,appointmentsDentist,468254910,"[""שיננית"", ""טיפול שורש"", ""עקירה"", ""יישור שיניים""]"
256,635310198,appointmentsHairDresser,543709257,"[""צבע"", ""תספורת"", ""החלקה"", ""גוונים""]"
257,667716327,appointmentsDentist,528822171,"[""שיננית"", ""ניקוי"", ""עקירה"", ""יישור שיניים""]"
258,528291503,appointmentsHairDresser,705570488,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
259,650304743,appointmentsDentist,673008391,"[""עקירה"", ""ניקוי"", ""שיננית"", ""טיפול שורש""]"
260,459367125,appointmentsHairDresser,107448715,"[""תספורת"", ""פן"", ""צבע"", ""גוונים""]"
261,009805535,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
262,985913207,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
263,114646190,appointmentsHairDresser,770496987,"[""גוונים"", ""תספורת"", ""צבע"", ""פן""]"
264,442240499,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
265,092376513,appointmentsHairDresser,560321102,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]"
266,137659282,appointmentsHairDresser,957538494,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
267,867141023,appointmentsDentist,443108577,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
268,289828810,appointmentsDentist,443945705,"[""עקירה"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
269,496718901,appointmentsHairDresser,489675695,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
270,472647051,appointmentsDentist,584103598,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""ניקוי""]"
271,546610241,appointmentsDentist,419271646,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]"
272,500655545,appointmentsHairDresser,984638008,"[""פן"", ""גוונים"", ""תספורת"", ""החלקה""]"
273,281570894,appointmentsDentist,563111540,"[""טיפול שורש"", ""עקירה"", ""יישור שיניים"", ""שיננית""]"
274,798645079,appointmentsDentist,175504767,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
275,770532085,appointmentsHairDresser,500655545,"[""החלקה"", ""פן"", ""צבע"", ""גוונים""]"
276,040910850,appointmentsHairDresser,143327192,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]"
277,897714319,appointmentsDentist,144600433,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
278,677075183,appointmentsDentist,795376926,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""יישור שיניים""]"
279,087406880,appointmentsHairDresser,514453573,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
280,201737043,appointmentsHairDresser,402968085,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]"
281,650789863,appointmentsHairDresser,330781628,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
282,608266886,appointmentsHairDresser,590552161,"[""החלקה"", ""צבע"", ""תספורת"", ""פן""]"
283,760924784,appointmentsDentist,471568025,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""שיננית""]"
284,966042854,appointmentsHairDresser,255896305,"[""צבע"", ""גוונים"", ""פן"", ""החלקה""]"
285,957538494,appointmentsDentist,037752878,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
286,655802590,appointmentsHairDresser,402968085,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]"
287,270066677,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
288,326031543,appointmentsHairDresser,203895641,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
289,489675695,appointmentsHairDresser,121806052,"[""פן"", ""צבע"", ""תספורת"", ""גוונים""]"
290,601108303,appointmentsDentist,445092317,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]"
291,407427465,appointmentsDentist,863966014,"[""ניקוי"", ""טיפול שורש"", ""עקירה"", ""שיננית""]"
292,496956186,appointmentsDentist,445092317,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]"
293,142257709,appointmentsDentist,560176995,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""יישור שיניים""]"
294,434413646,appointmentsHairDresser,483022715,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
295,547623982,appointmentsHairDresser,774350597,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
296,638601093,appointmentsDentist,545825500,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
297,333832610,appointmentsDentist,708668747,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]"
298,033012701,appointmentsDentist,419271646,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]"
299,033161739,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
300,600699048,appointmentsHairDresser,136677787,"[""תספורת"", ""גוונים"", ""פן"", ""החלקה""]"
301,259780194,appointmentsHairDresser,082532921,"[""פן"", ""גוונים"", ""החלקה"", ""צבע""]"
302,862910564,appointmentsDentist,940754796,"[""יישור שיניים"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
303,263518166,appointmentsDentist,473739707,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]"
304,551215316,appointmentsDentist,560176995,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""יישור שיניים""]"
305,116789418,appointmentsHairDresser,704023361,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]"
306,435786324,appointmentsHairDresser,271635459,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]"
307,654664525,appointmentsHairDresser,483022715,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
308,863003871,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
309,385405751,appointmentsDentist,341301511,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""יישור שיניים""]"
310,940754796,appointmentsDentist,033012701,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""יישור שיניים""]"
311,136677787,appointmentsHairDresser,980783596,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
312,514701988,appointmentsHairDresser,514453573,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
313,394715868,appointmentsDentist,724568381,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
314,490638973,appointmentsHairDresser,957538494,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
315,266509197,appointmentsHairDresser,330781628,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
316,341301511,appointmentsDentist,916665231,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
317,062351869,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
318,543709257,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
319,639004581,appointmentsHairDresser,211127786,"[""גוונים"", ""צבע"", ""החלקה"", ""תספורת""]"
320,376213835,appointmentsDentist,960766683,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
321,381833875,appointmentsHairDresser,994032568,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
322,786639294,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
323,386674212,appointmentsDentist,952484274,"[""טיפול שורש"", ""יישור שיניים"", ""שיננית"", ""עקירה""]"
324,584103598,appointmentsDentist,508967170,"[""יישור שיניים"", ""ניקוי"", ""עקירה"", ""טיפול שורש""]"
325,562735726,appointmentsDentist,481482909,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]"
326,850745206,appointmentsHairDresser,774350597,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
327,335612899,appointmentsDentist,916665231,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
328,247883123,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
329,303017057,appointmentsHairDresser,500655545,"[""החלקה"", ""פן"", ""צבע"", ""גוונים""]"
330,734445293,appointmentsDentist,229971094,"[""יישור שיניים"", ""ניקוי"", ""עקירה"", ""טיפול שורש""]"
331,005384491,appointmentsDentist,585209142,"[""יישור שיניים"", ""עקירה"", ""ניקוי"", ""טיפול שורש""]"
332,487990985,appointmentsHairDresser,391593954,"[""פן"", ""תספורת"", ""צבע"", ""החלקה""]"
333,255605535,appointmentsDentist,419271646,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]"
334,605064573,appointmentsHairDresser,136677787,"[""תספורת"", ""גוונים"", ""פן"", ""החלקה""]"
335,242556378,appointmentsDentist,317173284,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
336,781218030,appointmentsHairDresser,376475185,"[""צבע"", ""פן"", ""גוונים"", ""החלקה""]"
337,588180501,appointmentsHairDresser,706567925,"[""תספורת"", ""גוונים"", ""פן"", ""צבע""]"
338,677776137,appointmentsDentist,334073776,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]"
339,219104989,appointmentsHairDresser,231885469,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
340,702645412,appointmentsDentist,563111540,"[""טיפול שורש"", ""עקירה"", ""יישור שיניים"", ""שיננית""]"
341,431601280,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
342,033161739,appointmentsHairDresser,117402902,"[""פן"", ""צבע"", ""תספורת"", ""החלקה""]"
343,739582297,appointmentsHairDresser,338076575,"[""צבע"", ""תספורת"", ""פן"", ""גוונים""]"
344,033161739,appointmentsHairDresser,087458946,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
345,204873899,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
346,277894686,appointmentsDentist,066775658,"[""טיפול שורש"", ""יישור שיניים"", ""עקירה"", ""שיננית""]"
347,383567236,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
348,253261382,appointmentsHairDresser,180429765,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
349,906174156,appointmentsHairDresser,980783596,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
350,673008391,appointmentsHairDresser,291438832,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
351,092445625,appointmentsHairDresser,303017057,"[""החלקה"", ""גוונים"", ""פן"", ""צבע""]"
352,095527021,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
353,456380764,appointmentsDentist,673008391,"[""עקירה"", ""ניקוי"", ""שיננית"", ""טיפול שורש""]"
354,935485554,appointmentsHairDresser,850224962,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]"
355,785728749,appointmentsHairDresser,311406006,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]"
356,047891708,appointmentsHairDresser,705570488,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
357,801892732,appointmentsHairDresser,994032568,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
358,704023361,appointmentsHairDresser,958442098,"[""גוונים"", ""תספורת"", ""החלקה"", ""פן""]"
359,786639294,appointmentsHairDresser,231885469,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
360,890469554,appointmentsDentist,544359761,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]"
361,502953170,appointmentsDentist,334073776,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]"
362,795764600,appointmentsHairDresser,516169863,"[""צבע"", ""פן"", ""תספורת"", ""החלקה""]"
363,835983747,appointmentsHairDresser,754100540,"[""תספורת"", ""פן"", ""צבע"", ""החלקה""]"
364,121806052,appointmentsHairDresser,425307349,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
365,016505530,appointmentsHairDresser,510313897,"[""תספורת"", ""פן"", ""גוונים"", ""החלקה""]"
366,949570089,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
367,635743075,appointmentsDentist,229971094,"[""יישור שיניים"", ""ניקוי"", ""עקירה"", ""טיפול שורש""]"
368,456380764,appointmentsDentist,990927574,"[""שיננית"", ""יישור שיניים"", ""עקירה"", ""ניקוי""]"
369,146544828,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
370,514718098,appointmentsHairDresser,020686959,"[""גוונים"", ""צבע"", ""תספורת"", ""החלקה""]"
371,839240340,appointmentsHairDresser,704023361,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]"
372,392733362,appointmentsHairDresser,028905619,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]"
373,422771209,appointmentsHairDresser,180429765,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
374,659736044,appointmentsHairDresser,543709257,"[""צבע"", ""תספורת"", ""החלקה"", ""גוונים""]"
375,706617815,appointmentsDentist,781218030,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
376,134892183,appointmentsDentist,397499061,"[""ניקוי"", ""יישור שיניים"", ""טיפול שורש"", ""שיננית""]"
377,884065511,appointmentsHairDresser,311406006,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]"
378,061713539,appointmentsHairDresser,452677408,"[""החלקה"", ""גוונים"", ""פן"", ""צבע""]"
379,856413207,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
380,271635459,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
381,129382077,appointmentsDentist,940754796,"[""יישור שיניים"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
382,445304012,appointmentsHairDresser,590552161,"[""החלקה"", ""צבע"", ""תספורת"", ""פן""]"
383,629699704,appointmentsHairDresser,440077642,"[""החלקה"", ""פן"", ""גוונים"", ""צבע""]"
384,586160170,appointmentsHairDresser,253513340,"[""צבע"", ""פן"", ""גוונים"", ""החלקה""]"
385,957538494,appointmentsDentist,560176995,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""יישור שיניים""]"
386,350652952,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
387,621775433,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
388,742256481,appointmentsDentist,544359761,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]"
389,864899489,appointmentsHairDresser,861927188,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]"
390,562735726,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
391,854922505,appointmentsHairDresser,439074790,"[""החלקה"", ""צבע"", ""גוונים"", ""תספורת""]"
392,640991861,appointmentsHairDresser,525391059,"[""גוונים"", ""צבע"", ""החלקה"", ""פן""]"
393,572508408,appointmentsDentist,795376926,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""יישור שיניים""]"
394,949786219,appointmentsHairDresser,483022715,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
395,001496588,appointmentsDentist,724568381,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
396,652445512,appointmentsHairDresser,706567925,"[""תספורת"", ""גוונים"", ""פן"", ""צבע""]"
397,734445293,appointmentsHairDresser,180429765,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
398,333543019,appointmentsHairDresser,330781628,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
399,514701988,appointmentsDentist,544359761,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]"
400,265020582,appointmentsHairDresser,774350597,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
401,418110517,appointmentsDentist,667716327,"[""עקירה"", ""ניקוי"", ""שיננית"", ""טיפול שורש""]"
402,514448179,appointmentsHairDresser,452677408,"[""החלקה"", ""גוונים"", ""פן"", ""צבע""]"
403,706617815,appointmentsDentist,786587078,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""שיננית""]"
404,569922001,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
405,100229800,appointmentsHairDresser,464406990,"[""פן"", ""החלקה"", ""גוונים"", ""תספורת""]"
406,438985746,appointmentsHairDresser,815818301,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]"
407,811432956,appointmentsDentist,317173284,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
408,444712296,appointmentsDentist,563111540,"[""טיפול שורש"", ""עקירה"", ""יישור שיניים"", ""שיננית""]"
409,431601280,appointmentsDentist,329445822,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""יישור שיניים""]"
410,034873982,appointmentsHairDresser,885126211,"[""פן"", ""גוונים"", ""תספורת"", ""צבע""]"
411,588180501,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
412,031734064,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
413,338076575,appointmentsHairDresser,549963652,"[""החלקה"", ""גוונים"", ""צבע"", ""תספורת""]"
414,795764600,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
415,673008391,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
416,808252449,appointmentsHairDresser,985364823,"[""גוונים"", ""פן"", ""החלקה"", ""צבע""]"
417,564223498,appointmentsDentist,419271646,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]"
418,968595682,appointmentsHairDresser,121806052,"[""פן"", ""צבע"", ""תספורת"", ""גוונים""]"
419,135985058,appointmentsDentist,473739707,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]"
420,107896757,appointmentsHairDresser,525391059,"[""גוונים"", ""צבע"", ""החלקה"", ""פן""]"
421,231122457,appointmentsHairDresser,330781628,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
422,572508408,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
423,438516472,appointmentsDentist,825553521,"[""עקירה"", ""טיפול שורש"", ""ניקוי"", ""יישור שיניים""]"
424,396197742,appointmentsDentist,418110517,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
425,317005946,appointmentsDentist,397499061,"[""ניקוי"", ""יישור שיניים"", ""טיפול שורש"", ""שיננית""]"
426,247883123,appointmentsDentist,443108577,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
427,341658906,appointmentsDentist,144600433,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
428,580624494,appointmentsHairDresser,549963652,"[""החלקה"", ""גוונים"", ""צבע"", ""תספורת""]"
429,280017077,appointmentsHairDresser,483022715,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
430,247883123,appointmentsHairDresser,850224962,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]"
431,425516336,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
432,804790549,appointmentsDentist,317173284,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
433,092445625,appointmentsDentist,095793764,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
434,418732687,appointmentsHairDresser,201737043,"[""צבע"", ""פן"", ""החלקה"", ""תספורת""]"
435,710906231,appointmentsDentist,563111540,"[""טיפול שורש"", ""עקירה"", ""יישור שיניים"", ""שיננית""]"
436,280017077,appointmentsHairDresser,317534242,"[""צבע"", ""החלקה"", ""תספורת"", ""פן""]"
437,721055717,appointmentsHairDresser,439074790,"[""החלקה"", ""צבע"", ""גוונים"", ""תספורת""]"
438,799114607,appointmentsHairDresser,121806052,"[""פן"", ""צבע"", ""תספורת"", ""גוונים""]"
439,867244889,appointmentsHairDresser,201737043,"[""צבע"", ""פן"", ""החלקה"", ""תספורת""]"
440,770532085,appointmentsHairDresser,291438832,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
441,605944574,appointmentsDentist,584103598,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""ניקוי""]"
442,565083593,appointmentsHairDresser,681378872,"[""פן"", ""החלקה"", ""צבע"", ""גוונים""]"
443,005384491,appointmentsDentist,493121602,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""עקירה""]"
444,166638529,appointmentsHairDresser,957538494,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
445,253261382,appointmentsHairDresser,271635459,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]"
446,239607516,appointmentsDentist,584103598,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""ניקוי""]"
447,161604557,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
448,102328800,appointmentsDentist,471568025,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""שיננית""]"
449,932759915,appointmentsDentist,505110252,"[""שיננית"", ""יישור שיניים"", ""טיפול שורש"", ""ניקוי""]"
450,415386573,appointmentsHairDresser,464406990,"[""פן"", ""החלקה"", ""גוונים"", ""תספורת""]"
451,045126555,appointmentsHairDresser,028905619,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]"
452,009181190,appointmentsHairDresser,565083593,"[""תספורת"", ""צבע"", ""החלקה"", ""גוונים""]"
453,733017154,appointmentsHairDresser,211127786,"[""גוונים"", ""צבע"", ""החלקה"", ""תספורת""]"
454,265071918,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
455,900261801,appointmentsHairDresser,211127786,"[""גוונים"", ""צבע"", ""החלקה"", ""תספורת""]"
456,182620984,appointmentsDentist,528822171,"[""שיננית"", ""ניקוי"", ""עקירה"", ""יישור שיניים""]"
457,102328800,appointmentsHairDresser,994032568,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
458,092376513,appointmentsDentist,471568025,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""שיננית""]"
459,809664205,appointmentsHairDresser,957538494,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
460,808252449,appointmentsDentist,473739707,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]"
461,955247026,appointmentsDentist,516186140,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]"
462,702815523,appointmentsHairDresser,391593954,"[""פן"", ""תספורת"", ""צבע"", ""החלקה""]"
463,762340889,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
464,733017154,appointmentsHairDresser,833651313,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
465,503333193,appointmentsHairDresser,117402902,"[""פן"", ""צבע"", ""תספורת"", ""החלקה""]"
466,547623982,appointmentsDentist,990927574,"[""שיננית"", ""יישור שיניים"", ""עקירה"", ""ניקוי""]"
467,201737043,appointmentsDentist,544359761,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]"
468,339805031,appointmentsDentist,310950424,"[""ניקוי"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
469,802232059,appointmentsHairDresser,064380420,"[""גוונים"", ""פן"", ""החלקה"", ""תספורת""]"
470,144256871,appointmentsHairDresser,162631453,"[""תספורת"", ""גוונים"", ""החלקה"", ""צבע""]"
471,425516336,appointmentsDentist,781218030,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
472,000425698,appointmentsDentist,013538751,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
473,628893174,appointmentsDentist,916665231,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
474,127128517,appointmentsDentist,144600433,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
475,850224962,appointmentsHairDresser,906075728,"[""צבע"", ""החלקה"", ""גוונים"", ""פן""]"
476,082532921,appointmentsHairDresser,906075728,"[""צבע"", ""החלקה"", ""גוונים"", ""פן""]"
477,982922623,appointmentsDentist,481482909,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]"
478,816846683,appointmentsDentist,516186140,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]"
479,408212324,appointmentsHairDresser,231885469,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
480,135985058,appointmentsDentist,310950424,"[""ניקוי"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
481,772620684,appointmentsHairDresser,311406006,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]"
482,381833875,appointmentsHairDresser,406660923,"[""גוונים"", ""תספורת"", ""צבע"", ""פן""]"
483,278702509,appointmentsHairDresser,957538494,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
484,468254910,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
485,785728749,appointmentsHairDresser,121806052,"[""פן"", ""צבע"", ""תספורת"", ""גוונים""]"
486,453560919,appointmentsDentist,960766683,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
487,361017902,appointmentsDentist,175504767,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
488,824722032,appointmentsHairDresser,489675695,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
489,496718901,appointmentsHairDresser,774350597,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
490,361490605,appointmentsHairDresser,525391059,"[""גוונים"", ""צבע"", ""החלקה"", ""פן""]"
491,199430601,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
492,875584030,appointmentsDentist,144600433,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
493,733017154,appointmentsHairDresser,431992650,"[""צבע"", ""תספורת"", ""החלקה"", ""פן""]"
494,949570089,appointmentsDentist,650304743,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""עקירה""]"
495,219247738,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
496,464406990,appointmentsHairDresser,861927188,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]"
497,497245534,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
