serviceProviderId,role,userId,operationTime,phoneNumber,appointmentWayType,subjects,active
144600433,appointmentsDentist,144600433,"[{""day"":""Thursday"",""hours"":[{""startHour"":""0:07"",""endHour"":""15:42""},{""startHour"":""8:35"",""endHour"":""15:18""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""4:06"",""endHour"":""15:29""},{""startHour"":""2:46"",""endHour"":""15:20""}]}]",0554884778,,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]",false
882651719,PhoneBookSecretary,882651719,[],0552818514,,,true
231885469,appointmentsHairDresser,231885469,"[{""day"":""Friday"",""hours"":[{""startHour"":""2:50"",""endHour"":""12:20""},{""startHour"":""3:04"",""endHour"":""17:52""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""6:52"",""endHour"":""13:54""},{""startHour"":""2:33"",""endHour"":""22:04""}]}]",0526299230,Dialog,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]",true
863966014,appointmentsDentist,863966014,"[{""day"":""Sunday"",""hours"":[{""startHour"":""4:01"",""endHour"":""21:47""},{""startHour"":""6:57"",""endHour"":""17:56""}]}]",0538662180,Dialog,"[""ניקוי"", ""טיפול שורש"", ""עקירה"", ""שיננית""]",false
058454827,AnnouncementsSecretary,058454827,[],0548643026,,,true
209019351,AnnouncementsSecretary,209019351,[],0564411422,,,false
439074790,appointmentsHairDresser,439074790,"[{""day"":"""",""hours"":[{""startHour"":""9:33"",""endHour"":""16:35""},{""startHour"":""6:12"",""endHour"":""18:52""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""11:05"",""endHour"":""21:11""},{""startHour"":""3:04"",""endHour"":""19:11""}]}]",0518251975,Fault,"[""החלקה"", ""צבע"", ""גוונים"", ""תספורת""]",false
861927188,appointmentsHairDresser,861927188,"[{""day"":"""",""hours"":[{""startHour"":""10:00"",""endHour"":""18:53""},{""startHour"":""1:11"",""endHour"":""13:48""}]}]",0523230143,,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]",true
681215623,ChoresSecretary,681215623,[],0581811189,,,false
516186140,appointmentsDentist,516186140,"[{""day"":""Friday"",""hours"":[{""startHour"":""9:58"",""endHour"":""15:57""},{""startHour"":""5:07"",""endHour"":""14:17""}]},{""day"":""Sunday"",""hours"":[{""startHour"":""9:27"",""endHour"":""23:53""},{""startHour"":""3:52"",""endHour"":""20:21""}]}]",0532960650,,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]",false
431992650,appointmentsHairDresser,431992650,"[{""day"":""Saturday"",""hours"":[{""startHour"":""11:45"",""endHour"":""13:52""},{""startHour"":""8:27"",""endHour"":""17:51""}]}]",0539259882,Fault,"[""צבע"", ""תספורת"", ""החלקה"", ""פן""]",false
921899757,AnnouncementsSecretary,921899757,[],0564990165,,,true
314110804,AnnouncementsSecretary,314110804,[],0539497922,,,true
466486654,AnnouncementsSecretary,466486654,[],0504491395,,,false
673008391,appointmentsDentist,673008391,"[{""day"":""Friday"",""hours"":[{""startHour"":""9:10"",""endHour"":""17:00""},{""startHour"":""7:45"",""endHour"":""20:46""}]}]",0588278489,,"[""עקירה"", ""ניקוי"", ""שיננית"", ""טיפול שורש""]",true
705570488,appointmentsHairDresser,705570488,"[{""day"":""Thursday"",""hours"":[{""startHour"":""11:25"",""endHour"":""21:16""},{""startHour"":""6:20"",""endHour"":""19:14""}]}]",0505487075,,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]",false
261837029,AnnouncementsSecretary,261837029,[],0523334528,,,true
807951773,PhoneBookSecretary,807951773,[],0528576011,,,false
308024282,AnnouncementsSecretary,308024282,[],0569923885,,,false
752508693,PhoneBookSecretary,752508693,[],0523825011,,,true
334073776,appointmentsDentist,334073776,"[{""day"":""Sunday"",""hours"":[{""startHour"":""11:30"",""endHour"":""23:23""},{""startHour"":""3:48"",""endHour"":""13:06""}]}]",0515220089,,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]",false
102328800,PhoneBookSecretary,102328800,[],0512792591,,,false
784832769,ChoresSecretary,784832769,[],0528866175,,,true
407427465,PhoneBookSecretary,407427465,[],0508788583,,,false
315671863,ChoresSecretary,315671863,[],0552898592,,,false
677075183,ChoresSecretary,677075183,[],0565983212,,,true
445245558,AnnouncementsSecretary,445245558,[],0547742259,,,true
639004581,PhoneBookSecretary,639004581,[],0562421867,,,true
940975054,ChoresSecretary,940975054,[],0528840473,,,false
179779530,AnnouncementsSecretary,179779530,[],0530398060,,,true
175504767,appointmentsDentist,175504767,"[{""day"":""Friday"",""hours"":[{""startHour"":""9:45"",""endHour"":""21:54""},{""startHour"":""4:48"",""endHour"":""22:06""}]},{""day"":""Friday"",""hours"":[{""startHour"":""1:23"",""endHour"":""17:51""},{""startHour"":""9:00"",""endHour"":""15:46""}]}]",0501601167,Slots,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]",false
259780194,ChoresSecretary,259780194,[],0594059484,,,true
597779205,AnnouncementsSecretary,597779205,[],0507314202,,,true
710906231,appointmentsDentist,710906231,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""7:56"",""endHour"":""15:31""},{""startHour"":""9:18"",""endHour"":""20:45""}]}]",0538847515,,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]",false
505110252,appointmentsDentist,505110252,"[{""day"":"""",""hours"":[{""startHour"":""7:29"",""endHour"":""16:33""},{""startHour"":""10:29"",""endHour"":""23:55""}]}]",0571328992,,"[""שיננית"", ""יישור שיניים"", ""טיפול שורש"", ""ניקוי""]",false
431601280,AnnouncementsSecretary,431601280,[],0572347721,,,true
471568025,appointmentsDentist,471568025,"[{""day"":""Friday"",""hours"":[{""startHour"":""9:47"",""endHour"":""20:07""},{""startHour"":""1:55"",""endHour"":""23:11""}]}]",0551316335,Fault,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""שיננית""]",true
422345289,ChoresSecretary,422345289,[],0596495553,,,false
039523069,AnnouncementsSecretary,039523069,[],0510237866,,,false
925676383,appointmentsDentist,925676383,"[{""day"":""Thursday"",""hours"":[{""startHour"":""2:16"",""endHour"":""17:32""},{""startHour"":""6:11"",""endHour"":""19:04""}]},{""day"":""Friday"",""hours"":[{""startHour"":""9:19"",""endHour"":""21:11""},{""startHour"":""11:05"",""endHour"":""22:37""}]}]",0546972879,Dialog,"[""ניקוי"", ""עקירה"", ""שיננית"", ""טיפול שורש""]",true
391593954,appointmentsHairDresser,391593954,"[{""day"":""Saturday"",""hours"":[{""startHour"":""2:11"",""endHour"":""21:30""},{""startHour"":""8:25"",""endHour"":""22:42""}]}]",0530549494,Slots,"[""פן"", ""תספורת"", ""צבע"", ""החלקה""]",false
702645412,AnnouncementsSecretary,702645412,[],0520740260,,,false
597754353,AnnouncementsSecretary,597754353,[],0521367839,,,true
693039136,ChoresSecretary,693039136,[],0539568331,,,false
402968085,appointmentsHairDresser,402968085,"[{""day"":""Sunday"",""hours"":[{""startHour"":""1:53"",""endHour"":""13:14""},{""startHour"":""6:36"",""endHour"":""18:10""}]}]",0514425039,,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]",false
602760199,AnnouncementsSecretary,602760199,[],0508760270,,,true
463884564,AnnouncementsSecretary,463884564,[],0510579845,,,false
468254910,appointmentsDentist,468254910,"[{""day"":""Monday"",""hours"":[{""startHour"":""9:03"",""endHour"":""19:57""},{""startHour"":""2:12"",""endHour"":""16:46""}]},{""day"":""Monday"",""hours"":[{""startHour"":""4:35"",""endHour"":""20:41""},{""startHour"":""10:23"",""endHour"":""15:16""}]}]",0519567688,,"[""שיננית"", ""טיפול שורש"", ""עקירה"", ""יישור שיניים""]",true
317534242,appointmentsHairDresser,317534242,"[{""day"":""Thursday"",""hours"":[{""startHour"":""8:37"",""endHour"":""17:28""},{""startHour"":""11:44"",""endHour"":""14:57""}]}]",0538262184,,"[""צבע"", ""החלקה"", ""תספורת"", ""פן""]",false
201950118,ChoresSecretary,201950118,[],0551767057,,,false
406660923,appointmentsHairDresser,406660923,"[{""day"":""Saturday"",""hours"":[{""startHour"":""9:31"",""endHour"":""15:12""},{""startHour"":""10:36"",""endHour"":""21:34""}]}]",0533546118,Fault,"[""גוונים"", ""תספורת"", ""צבע"", ""פן""]",false
310950424,appointmentsDentist,310950424,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""6:30"",""endHour"":""20:00""},{""startHour"":""1:02"",""endHour"":""21:29""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""10:37"",""endHour"":""21:13""},{""startHour"":""7:39"",""endHour"":""15:41""}]}]",0591898549,,"[""ניקוי"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]",true
295250257,ChoresSecretary,295250257,[],0579567101,,,true
528822171,appointmentsDentist,528822171,"[{""day"":""Monday"",""hours"":[{""startHour"":""5:20"",""endHour"":""15:30""},{""startHour"":""4:09"",""endHour"":""23:40""}]}]",0594044646,,"[""שיננית"", ""ניקוי"", ""עקירה"", ""יישור שיניים""]",false
584103598,appointmentsDentist,584103598,"[{""day"":"""",""hours"":[{""startHour"":""2:47"",""endHour"":""16:18""},{""startHour"":""2:42"",""endHour"":""15:41""}]}]",0559230380,Slots,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""ניקוי""]",false
219247738,AnnouncementsSecretary,219247738,[],0529586775,,,true
034998466,AnnouncementsSecretary,034998466,[],0552356788,,,true
877526289,ChoresSecretary,877526289,[],0591508980,,,true
271635459,appointmentsHairDresser,271635459,"[{""day"":"""",""hours"":[{""startHour"":""9:04"",""endHour"":""12:23""},{""startHour"":""0:38"",""endHour"":""18:54""}]}]",0522033387,Fault,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]",true
317744035,ChoresSecretary,317744035,[],0523115612,,,true
053824737,appointmentsHairDresser,053824737,"[{""day"":""Friday"",""hours"":[{""startHour"":""8:19"",""endHour"":""17:24""},{""startHour"":""7:41"",""endHour"":""19:43""}]},{""day"":""Thursday"",""hours"":[{""startHour"":""1:56"",""endHour"":""21:05""},{""startHour"":""7:10"",""endHour"":""14:06""}]}]",0569647294,Fault,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]",false
951329068,PhoneBookSecretary,951329068,[],0579950160,,,true
866318517,AnnouncementsSecretary,866318517,[],0577119562,,,false
521438175,AnnouncementsSecretary,521438175,[],0507150423,,,false
862341815,PhoneBookSecretary,862341815,[],0534699768,,,false
970991586,appointmentsDentist,970991586,"[{""day"":"""",""hours"":[{""startHour"":""10:56"",""endHour"":""16:07""},{""startHour"":""9:11"",""endHour"":""19:20""}]},{""day"":""Tuesday"",""hours"":[{""startHour"":""0:58"",""endHour"":""22:58""},{""startHour"":""2:23"",""endHour"":""22:42""}]}]",0507582241,,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]",false
538068416,AnnouncementsSecretary,538068416,[],0565329534,,,true
565083593,appointmentsHairDresser,565083593,"[{""day"":""Monday"",""hours"":[{""startHour"":""6:59"",""endHour"":""15:40""},{""startHour"":""6:18"",""endHour"":""20:47""}]},{""day"":""Sunday"",""hours"":[{""startHour"":""11:20"",""endHour"":""21:25""},{""startHour"":""5:51"",""endHour"":""21:34""}]}]",0528777901,,"[""תספורת"", ""צבע"", ""החלקה"", ""גוונים""]",true
169657594,appointmentsDentist,169657594,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""10:00"",""endHour"":""20:18""},{""startHour"":""10:00"",""endHour"":""21:01""}]},{""day"":""Friday"",""hours"":[{""startHour"":""7:05"",""endHour"":""22:05""},{""startHour"":""1:18"",""endHour"":""22:16""}]}]",0579153550,Dialog,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]",false
600244101,AnnouncementsSecretary,600244101,[],0565126540,,,false
338076575,appointmentsHairDresser,338076575,"[{""day"":""Saturday"",""hours"":[{""startHour"":""9:51"",""endHour"":""22:12""},{""startHour"":""0:16"",""endHour"":""20:02""}]},{""day"":""Thursday"",""hours"":[{""startHour"":""9:07"",""endHour"":""21:36""},{""startHour"":""3:58"",""endHour"":""14:49""}]}]",0584237458,Fault,"[""צבע"", ""תספורת"", ""פן"", ""גוונים""]",false
789147633,PhoneBookSecretary,789147633,[],0595036123,,,true
229971094,appointmentsDentist,229971094,"[{""day"":""Monday"",""hours"":[{""startHour"":""0:29"",""endHour"":""19:41""},{""startHour"":""10:04"",""endHour"":""22:09""}]}]",0562485513,,"[""יישור שיניים"", ""ניקוי"", ""עקירה"", ""טיפול שורש""]",true
815818301,appointmentsHairDresser,815818301,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""8:35"",""endHour"":""19:35""},{""startHour"":""8:31"",""endHour"":""21:50""}]},{""day"":""Friday"",""hours"":[{""startHour"":""4:31"",""endHour"":""16:51""},{""startHour"":""3:54"",""endHour"":""14:22""}]}]",0578404015,,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]",false
681378872,appointmentsHairDresser,681378872,"[{""day"":""Sunday"",""hours"":[{""startHour"":""8:08"",""endHour"":""22:18""},{""startHour"":""5:07"",""endHour"":""22:37""}]}]",0555473827,,"[""פן"", ""החלקה"", ""צבע"", ""גוונים""]",true
081399454,AnnouncementsSecretary,081399454,[],0559603582,,,true
098986393,ChoresSecretary,098986393,[],0518272550,,,true
095527021,AnnouncementsSecretary,095527021,[],0566914207,,,false
560243495,PhoneBookSecretary,560243495,[],0523631278,,,false
320664765,ChoresSecretary,320664765,[],0537162743,,,false
706617815,appointmentsHairDresser,706617815,"[{""day"":""Saturday"",""hours"":[{""startHour"":""7:39"",""endHour"":""17:16""},{""startHour"":""1:53"",""endHour"":""23:31""}]}]",0513528389,,"[""תספורת"", ""החלקה"", ""גוונים"", ""פן""]",true
095793764,appointmentsDentist,095793764,"[{""day"":""Sunday"",""hours"":[{""startHour"":""5:55"",""endHour"":""21:35""},{""startHour"":""0:01"",""endHour"":""22:11""}]}]",0596111293,,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]",false
704023361,appointmentsHairDresser,704023361,"[{""day"":"""",""hours"":[{""startHour"":""9:01"",""endHour"":""21:08""},{""startHour"":""9:28"",""endHour"":""20:24""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""11:13"",""endHour"":""20:34""},{""startHour"":""4:17"",""endHour"":""18:14""}]}]",0579794172,Fault,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]",false
980783596,appointmentsHairDresser,980783596,"[{""day"":""Monday"",""hours"":[{""startHour"":""7:33"",""endHour"":""17:18""},{""startHour"":""1:10"",""endHour"":""13:36""}]}]",0504581649,Slots,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]",false
545825500,appointmentsDentist,545825500,"[{""day"":""Sunday"",""hours"":[{""startHour"":""10:24"",""endHour"":""19:15""},{""startHour"":""9:04"",""endHour"":""22:56""}]}]",0524644681,,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]",true
510313897,appointmentsHairDresser,510313897,"[{""day"":""Friday"",""hours"":[{""startHour"":""1:00"",""endHour"":""22:57""},{""startHour"":""10:35"",""endHour"":""13:11""}]}]",0560468443,,"[""תספורת"", ""פן"", ""גוונים"", ""החלקה""]",true
600699048,ChoresSecretary,600699048,[],0587720255,,,true
317173284,appointmentsDentist,317173284,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""4:21"",""endHour"":""14:18""},{""startHour"":""2:14"",""endHour"":""15:47""}]}]",0574349290,,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]",false
724568381,appointmentsDentist,724568381,"[{""day"":""Saturday"",""hours"":[{""startHour"":""3:06"",""endHour"":""22:20""},{""startHour"":""9:20"",""endHour"":""14:32""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""9:24"",""endHour"":""20:27""},{""startHour"":""10:20"",""endHour"":""21:16""}]}]",0523726544,,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]",false
869476022,ChoresSecretary,869476022,[],0549552856,,,false
906075728,appointmentsHairDresser,906075728,"[{""day"":""Sunday"",""hours"":[{""startHour"":""2:38"",""endHour"":""15:12""},{""startHour"":""5:40"",""endHour"":""21:35""}]}]",0523203326,,"[""צבע"", ""החלקה"", ""גוונים"", ""פן""]",true
278129156,AnnouncementsSecretary,278129156,[],0512753322,,,false
616349689,AnnouncementsSecretary,616349689,[],0546318357,,,true
135985058,ChoresSecretary,135985058,[],0516398871,,,true
411114746,ChoresSecretary,411114746,[],0542373719,,,true
518443215,appointmentsHairDresser,518443215,"[{""day"":""Thursday"",""hours"":[{""startHour"":""3:45"",""endHour"":""16:21""},{""startHour"":""10:45"",""endHour"":""12:18""}]}]",0582956575,,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]",false
473739707,appointmentsDentist,473739707,"[{""day"":""Friday"",""hours"":[{""startHour"":""7:00"",""endHour"":""20:37""},{""startHour"":""5:46"",""endHour"":""19:10""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""8:57"",""endHour"":""14:49""},{""startHour"":""11:47"",""endHour"":""12:18""}]}]",0587350954,,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]",true
418978489,ChoresSecretary,418978489,[],0510771720,,,true
570964392,AnnouncementsSecretary,570964392,[],0566679731,,,false
062351869,AnnouncementsSecretary,062351869,[],0537630763,,,false
966042854,appointmentsHairDresser,966042854,"[{""day"":""Thursday"",""hours"":[{""startHour"":""5:25"",""endHour"":""23:51""},{""startHour"":""7:36"",""endHour"":""12:43""}]}]",0520306149,,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]",true
916665231,appointmentsDentist,916665231,"[{""day"":""Saturday"",""hours"":[{""startHour"":""1:29"",""endHour"":""22:56""},{""startHour"":""6:43"",""endHour"":""16:09""}]},{""day"":""Sunday"",""hours"":[{""startHour"":""0:26"",""endHour"":""16:22""},{""startHour"":""11:00"",""endHour"":""14:07""}]}]",0537984661,,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]",true
333832610,appointmentsHairDresser,333832610,"[{""day"":""Sunday"",""hours"":[{""startHour"":""5:33"",""endHour"":""20:12""},{""startHour"":""11:19"",""endHour"":""12:07""}]},{""day"":""Friday"",""hours"":[{""startHour"":""2:26"",""endHour"":""15:04""},{""startHour"":""10:07"",""endHour"":""20:36""}]}]",0542724261,,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]",true
277894686,appointmentsHairDresser,277894686,"[{""day"":"""",""hours"":[{""startHour"":""0:38"",""endHour"":""19:13""},{""startHour"":""9:55"",""endHour"":""16:43""}]}]",0513677818,Dialog,"[""צבע"", ""תספורת"", ""גוונים"", ""החלקה""]",false
099740374,PhoneBookSecretary,099740374,[],0506410942,,,true
621775433,ChoresSecretary,621775433,[],0546467088,,,false
652416559,ChoresSecretary,652416559,[],0581728778,,,true
833651313,appointmentsHairDresser,833651313,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""1:07"",""endHour"":""20:36""},{""startHour"":""4:42"",""endHour"":""22:00""}]},{""day"":""Friday"",""hours"":[{""startHour"":""11:22"",""endHour"":""15:36""},{""startHour"":""1:46"",""endHour"":""12:11""}]}]",0596100676,,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]",false
940754796,appointmentsDentist,940754796,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""10:14"",""endHour"":""18:45""},{""startHour"":""0:36"",""endHour"":""14:08""}]}]",0539835401,,"[""יישור שיניים"", ""שיננית"", ""טיפול שורש"", ""עקירה""]",true
960766683,appointmentsDentist,960766683,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""11:08"",""endHour"":""14:15""},{""startHour"":""5:29"",""endHour"":""16:26""}]},{""day"":""Sunday"",""hours"":[{""startHour"":""10:41"",""endHour"":""15:44""},{""startHour"":""11:34"",""endHour"":""20:26""}]}]",0579365836,,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]",true
677474238,appointmentsHairDresser,677474238,"[{""day"":""Friday"",""hours"":[{""startHour"":""11:19"",""endHour"":""15:07""},{""startHour"":""3:09"",""endHour"":""21:22""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""3:13"",""endHour"":""17:04""},{""startHour"":""6:22"",""endHour"":""21:10""}]}]",0520702422,,"[""החלקה"", ""צבע"", ""תספורת"", ""גוונים""]",true
969915907,ChoresSecretary,969915907,[],0511778200,,,true
341301511,appointmentsDentist,341301511,"[{""day"":"""",""hours"":[{""startHour"":""2:08"",""endHour"":""18:43""},{""startHour"":""9:42"",""endHour"":""18:11""}]}]",0585796019,,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""יישור שיניים""]",false
107448715,appointmentsHairDresser,107448715,"[{""day"":""Saturday"",""hours"":[{""startHour"":""3:40"",""endHour"":""13:21""},{""startHour"":""11:00"",""endHour"":""23:25""}]}]",0559048677,,"[""תספורת"", ""פן"", ""צבע"", ""גוונים""]",false
762427956,PhoneBookSecretary,762427956,[],0558648835,,,false
008194197,appointmentsHairDresser,008194197,"[{""day"":""Friday"",""hours"":[{""startHour"":""1:04"",""endHour"":""18:49""},{""startHour"":""3:17"",""endHour"":""21:35""}]},{""day"":"""",""hours"":[{""startHour"":""4:24"",""endHour"":""22:07""},{""startHour"":""3:22"",""endHour"":""21:23""}]}]",0582752236,Slots,"[""גוונים"", ""פן"", ""צבע"", ""החלקה""]",false
758372460,AnnouncementsSecretary,758372460,[],0567389677,,,true
561933550,appointmentsDentist,561933550,"[{""day"":""Thursday"",""hours"":[{""startHour"":""7:19"",""endHour"":""22:03""},{""startHour"":""8:33"",""endHour"":""23:44""}]},{""day"":""Friday"",""hours"":[{""startHour"":""0:21"",""endHour"":""21:30""},{""startHour"":""7:56"",""endHour"":""21:10""}]}]",0556236138,Slots,"[""טיפול שורש"", ""שיננית"", ""ניקוי"", ""עקירה""]",false
265020582,appointmentsHairDresser,265020582,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""9:02"",""endHour"":""21:46""},{""startHour"":""4:15"",""endHour"":""12:27""}]}]",0564698052,,"[""תספורת"", ""צבע"", ""פן"", ""גוונים""]",false
534258745,PhoneBookSecretary,534258745,[],0568445903,,,true
211127786,appointmentsHairDresser,211127786,"[{""day"":""Sunday"",""hours"":[{""startHour"":""5:46"",""endHour"":""21:27""},{""startHour"":""7:09"",""endHour"":""19:30""}]},{""day"":""Monday"",""hours"":[{""startHour"":""3:49"",""endHour"":""13:49""},{""startHour"":""8:43"",""endHour"":""23:43""}]}]",0566137010,Fault,"[""גוונים"", ""צבע"", ""החלקה"", ""תספורת""]",true
299481825,ChoresSecretary,299481825,[],0558901730,,,true
706567925,appointmentsHairDresser,706567925,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""3:57"",""endHour"":""22:42""},{""startHour"":""1:00"",""endHour"":""22:19""}]}]",0544246738,,"[""תספורת"", ""גוונים"", ""פן"", ""צבע""]",true
774350597,appointmentsHairDresser,774350597,"[{""day"":""Thursday"",""hours"":[{""startHour"":""3:18"",""endHour"":""13:09""},{""startHour"":""3:35"",""endHour"":""23:14""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""1:28"",""endHour"":""22:52""},{""startHour"":""10:02"",""endHour"":""22:06""}]}]",0526917482,Dialog,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]",true
880071413,PhoneBookSecretary,880071413,[],0547553830,,,false
243524998,PhoneBookSecretary,243524998,[],0547256523,,,false
209853116,PhoneBookSecretary,209853116,[],0584891286,,,true
117402902,appointmentsHairDresser,117402902,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""11:17"",""endHour"":""21:23""},{""startHour"":""5:43"",""endHour"":""22:52""}]}]",0566815598,,"[""פן"", ""צבע"", ""תספורת"", ""החלקה""]",false
983895757,ChoresSecretary,983895757,[],0512759101,,,true
943776328,ChoresSecretary,943776328,[],0590042124,,,false
563111540,appointmentsDentist,563111540,"[{""day"":""Sunday"",""hours"":[{""startHour"":""11:37"",""endHour"":""23:51""},{""startHour"":""1:04"",""endHour"":""14:35""}]},{""day"":""Monday"",""hours"":[{""startHour"":""0:35"",""endHour"":""21:39""},{""startHour"":""5:25"",""endHour"":""12:19""}]}]",0572297566,,"[""טיפול שורש"", ""עקירה"", ""יישור שיניים"", ""שיננית""]",false
335612899,AnnouncementsSecretary,335612899,[],0536494163,,,false
994032568,appointmentsHairDresser,994032568,"[{""day"":""Saturday"",""hours"":[{""startHour"":""11:51"",""endHour"":""19:13""},{""startHour"":""0:34"",""endHour"":""12:50""}]}]",0528965607,Fault,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]",true
845902065,ChoresSecretary,845902065,[],0565985035,,,true
781457704,AnnouncementsSecretary,781457704,[],0590956285,,,true
253513340,appointmentsHairDresser,253513340,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""7:38"",""endHour"":""13:12""},{""startHour"":""6:28"",""endHour"":""21:38""}]}]",0547838264,Slots,"[""צבע"", ""פן"", ""גוונים"", ""החלקה""]",true
544359761,appointmentsDentist,544359761,"[{""day"":""Sunday"",""hours"":[{""startHour"":""8:49"",""endHour"":""18:56""},{""startHour"":""5:36"",""endHour"":""19:33""}]}]",0536068225,,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]",false
203895641,appointmentsHairDresser,203895641,"[{""day"":""Sunday"",""hours"":[{""startHour"":""5:29"",""endHour"":""22:18""},{""startHour"":""3:14"",""endHour"":""16:17""}]}]",0504988740,Slots,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]",false
668291889,ChoresSecretary,668291889,[],0583551200,,,false
401712205,AnnouncementsSecretary,401712205,[],0550981773,,,true
143327192,appointmentsHairDresser,143327192,"[{""day"":""Thursday"",""hours"":[{""startHour"":""3:42"",""endHour"":""23:45""},{""startHour"":""5:29"",""endHour"":""13:08""}]},{""day"":""Tuesday"",""hours"":[{""startHour"":""9:56"",""endHour"":""16:38""},{""startHour"":""8:39"",""endHour"":""22:13""}]}]",0562398443,,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]",true
568462686,ChoresSecretary,568462686,[],0550765323,,,false
231122457,AnnouncementsSecretary,231122457,[],0595260894,,,true
082532921,appointmentsHairDresser,082532921,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""4:02"",""endHour"":""16:13""},{""startHour"":""0:57"",""endHour"":""18:09""}]}]",0526591026,,"[""פן"", ""גוונים"", ""החלקה"", ""צבע""]",false
393791727,AnnouncementsSecretary,393791727,[],0509203714,,,true
243143438,PhoneBookSecretary,243143438,[],0566061778,,,false
147601732,AnnouncementsSecretary,147601732,[],0502203628,,,false
087406880,AnnouncementsSecretary,087406880,[],0554241868,,,true
505792466,PhoneBookSecretary,505792466,[],0590534128,,,false
863003871,ChoresSecretary,863003871,[],0587870577,,,true
183750138,ChoresSecretary,183750138,[],0575245465,,,false
487990985,ChoresSecretary,487990985,[],0543362235,,,false
489675695,appointmentsHairDresser,489675695,"[{""day"":""Sunday"",""hours"":[{""startHour"":""4:47"",""endHour"":""13:48""},{""startHour"":""1:47"",""endHour"":""15:32""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""8:53"",""endHour"":""13:08""},{""startHour"":""6:40"",""endHour"":""17:12""}]}]",0519188437,Fault,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]",true
000425698,PhoneBookSecretary,000425698,[],0532411103,,,true
